Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq	expected_surp_gam	adjusted_surp	adjusted_prob
10	0	The	2	False	erwanf/gpt2-mini	1.0	0.0	0	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
11	1	 rock	2	False	erwanf/gpt2-mini	0.0001840272307163	12.407793045043944	1	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	15608	9.655602949958412	7.899202851647729	4.5085901933962145	0.011013976812752808
12	2	 was	2	False	erwanf/gpt2-mini	0.0250010024756193	5.321869850158691	2	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	680189	13.430127449888799	3.429510462102324	1.8923593880563674	0.15071579197107202
13	3	 too	2	False	erwanf/gpt2-mini	0.0024567148648202	8.66905403137207	3	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	82076	11.315413110029038	6.736145948403657	1.9329080829684129	0.14472670864047785
14	4	 solid	2	False	erwanf/gpt2-mini	0.0029934062622487	8.38399600982666	4	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	7280	8.893023494394711	8.717187341440626	-0.33319133161396586	1.395414259792396
15	5	 to	2	False	erwanf/gpt2-mini	0.3570209741592407	1.4859191179275513	5	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	3042375	14.928149347056001	2.5335870543221235	-1.0476679363945722	2.850994658553974
16	6	 break	2	False	erwanf/gpt2-mini	0.0066040414385497	7.242434978485107	6	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	13589	9.51708950714519	8.05444313781124	-0.8120081593261332	2.2524266796734014
17	7	 with	2	False	erwanf/gpt2-mini	0.0101092960685491	6.628173351287842	7	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	881608	13.689503926040112	3.7822854782976547	2.845887872990187	0.058082673801956176
18	8	 a	2	False	erwanf/gpt2-mini	0.0476637706160545	4.390963077545166	8	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	2959949	14.900682934265681	2.5867797690725127	1.8041833084726533	0.16460883633824347
19	9	 hammer.	2	False	erwanf/gpt2-mini	0.1200654366984963	5.812570691108704	9	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	1700	7.438971592395862	10.481815737828477	-4.669245046719773	106.6172210205851
20	0	The	3	False	erwanf/gpt2-mini	1.0	0.0	0	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
21	1	 ground	3	False	erwanf/gpt2-mini	0.0003732984478119	11.38738250732422	1	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	25140	10.132255258600559	7.517950574890554	3.869431932433667	0.020870221754514983
22	2	 was	3	False	erwanf/gpt2-mini	0.055216547101736	4.178755283355713	2	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	680189	13.430127449888799	3.429510462102324	0.7492448212533889	0.4727234086502944
23	3	 hard	3	False	erwanf/gpt2-mini	0.0013452394632622	9.537920951843262	3	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	37982	10.544893970188363	7.475168464108625	2.0627524877346364	0.12710363677095024
24	4	 after	3	False	erwanf/gpt2-mini	0.0008042879635468	10.279999732971191	4	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	152950	11.937872887642017	4.910955651511052	5.36904408146014	0.00465858240779409
25	5	 the	3	False	erwanf/gpt2-mini	0.3464081883430481	1.5294549465179443	5	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.1109214179527322	0.4185335285652121	0.6580110670553465
26	6	 long	3	False	erwanf/gpt2-mini	0.0007109088473953	10.458047866821287	6	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	73317	11.202561423894746	6.976823888376685	3.4812239784446026	0.030769726492949855
27	7	 drought.	3	False	erwanf/gpt2-mini	0.0654056849889457	6.44838297367096	7	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	1452	7.2813856635702825	10.48777678820072	-4.039393814529759	56.791905940751434
28	0	The	4	False	erwanf/gpt2-mini	1.0	0.0	0	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
29	1	 ground	4	False	erwanf/gpt2-mini	0.0003732984478119	11.38738250732422	1	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	25140	10.132255258600559	7.517950574890554	3.869431932433667	0.020870221754514983
30	2	 was	4	False	erwanf/gpt2-mini	0.055216547101736	4.178755283355713	2	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	680189	13.430127449888799	3.429510462102324	0.7492448212533889	0.4727234086502944
31	3	 solid	4	False	erwanf/gpt2-mini	0.0030354913324117	8.36385440826416	3	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	7280	8.893023494394711	8.717187341440626	-0.35333293317646586	1.4238050964853175
32	4	 after	4	False	erwanf/gpt2-mini	0.0028902594931423	8.434584617614746	4	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	152950	11.937872887642017	4.910955651511052	3.5236289661036944	0.02949221448875359
33	5	 the	4	False	erwanf/gpt2-mini	0.2598767280578613	1.9441004991531368	5	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	6500900	15.687451340644257	1.1109214179527322	0.8331790812004045	0.4346652513783275
34	6	 long	4	False	erwanf/gpt2-mini	0.0011325393570587	9.786222457885742	6	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	73317	11.202561423894746	6.976823888376685	2.8093985695090575	0.060241212401322373
35	7	 drought.	4	False	erwanf/gpt2-mini	0.082165100146085	6.205468654632568	7	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	1452	7.2813856635702825	10.48777678820072	-4.282308133568151	72.40737316979113
36	0	The	5	False	erwanf/gpt2-mini	1.0	0.0	0	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
37	1	 frozen	5	False	erwanf/gpt2-mini	1.3944176316726953e-05	16.12997817993164	1	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	5523	8.616857514529183	8.995482049056085	7.134496130875556	0.0007971273295639767
38	2	 soil	5	False	erwanf/gpt2-mini	0.0037935429718345	8.042238235473633	2	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	10223	9.232493176617316	8.377423989851366	-0.3351857543777328	1.398200082888074
39	3	 felt	5	False	erwanf/gpt2-mini	0.0001076662156265	13.181146621704102	3	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	21860	9.992459506338392	7.593052656604375	5.588093965099727	0.0037421537470845837
40	4	 hard	5	False	erwanf/gpt2-mini	0.000932082766667	10.067254066467283	4	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	37982	10.544893970188363	7.475168464108625	2.592085602358658	0.07486374115813892
41	5	 underfoot.	5	False	erwanf/gpt2-mini	0.0702241682447492	5.503571669260661	5	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	406	6.008813185442595	9.055351528843543	-3.551779859582882	34.87533547963072
42	0	The	6	False	erwanf/gpt2-mini	1.0	0.0	0	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
43	1	 frozen	6	False	erwanf/gpt2-mini	1.3944176316726953e-05	16.12997817993164	1	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	5523	8.616857514529183	8.995482049056085	7.134496130875556	0.0007971273295639767
44	2	 soil	6	False	erwanf/gpt2-mini	0.0037935429718345	8.042238235473633	2	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	10223	9.232493176617316	8.377423989851366	-0.3351857543777328	1.398200082888074
45	3	 felt	6	False	erwanf/gpt2-mini	0.0001076662156265	13.181146621704102	3	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	21860	9.992459506338392	7.593052656604375	5.588093965099727	0.0037421537470845837
46	4	 solid	6	False	erwanf/gpt2-mini	0.002563247224316	8.60781192779541	4	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	7280	8.893023494394711	8.717187341440626	-0.10937541364521586	1.1155810760971603
47	5	 underfoot.	6	False	erwanf/gpt2-mini	0.0593344746157526	5.707865158716838	5	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	406	6.008813185442595	9.055351528843543	-3.3474863701267052	28.431178290522386
48	0	The	7	False	erwanf/gpt2-mini	1.0	0.0	0	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
49	1	 wood	7	False	erwanf/gpt2-mini	4.196248846710659e-05	14.540539741516112	1	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	11257	9.328834266023971	8.27070035037607	6.269839391140042	0.0018925325162919872
50	2	 was	7	False	erwanf/gpt2-mini	0.031213941052556	5.001665592193604	2	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	680189	13.430127449888799	3.429510462102324	1.5721551300912804	0.20759730071912655
51	3	 hard	7	False	erwanf/gpt2-mini	0.0019225234864279	9.022783279418944	3	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	37982	10.544893970188363	7.475168464108625	1.5476148153103182	0.21275482867524698
52	4	 and	7	False	erwanf/gpt2-mini	0.0464043691754341	4.429595470428467	4	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	3155093	14.964528847491431	2.4631788518056443	1.9664166186228225	0.13995747974335282
53	5	 difficult	7	False	erwanf/gpt2-mini	0.002207082696259	8.823643684387207	5	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	17469	9.768240403128102	7.782131988808288	1.0415116955789188	0.35292076973676345
54	6	 to	7	False	erwanf/gpt2-mini	0.5408087968826294	0.8868093490600586	6	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	3042375	14.928149347056001	2.5335870543221235	-1.646777705262065	5.190228406983189
55	7	 cut.	7	False	erwanf/gpt2-mini	0.0897597698494791	5.334812521934509	7	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	31793	10.367032871720816	7.4763484102462066	-2.1415358883116973	8.512501845817216
56	0	The	8	False	erwanf/gpt2-mini	1.0	0.0	0	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
57	1	 wood	8	False	erwanf/gpt2-mini	4.196248846710659e-05	14.540539741516112	1	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	11257	9.328834266023971	8.27070035037607	6.269839391140042	0.0018925325162919872
58	2	 was	8	False	erwanf/gpt2-mini	0.031213941052556	5.001665592193604	2	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	680189	13.430127449888799	3.429510462102324	1.5721551300912804	0.20759730071912655
59	3	 solid	8	False	erwanf/gpt2-mini	0.0020833935122936	8.906848907470703	3	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	7280	8.893023494394711	8.717187341440626	0.1896615660300771	0.8272390523703073
60	4	 and	8	False	erwanf/gpt2-mini	0.2855847179889679	1.8080092668533323	4	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	3155093	14.964528847491431	2.4631788518056443	-0.655169584952312	1.9254690202625715
61	5	 difficult	8	False	erwanf/gpt2-mini	0.0004202258132863	11.216547012329102	5	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	17469	9.768240403128102	7.782131988808288	3.4344150235208133	0.03224426685373701
62	6	 to	8	False	erwanf/gpt2-mini	0.8064720630645752	0.3103035092353821	6	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	3042375	14.928149347056001	2.5335870543221235	-2.2232835450867414	9.237613241473843
63	7	 cut.	8	False	erwanf/gpt2-mini	0.0924285483779385	5.25920045375824	7	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	31793	10.367032871720816	7.4763484102462066	-2.217147956487967	9.181108568963644
64	0	Diamond	9	False	erwanf/gpt2-mini	1.0	0.0	0	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	2857	7.957877358489813	9.914940557579893	-9.914940557579893	20230.376836177933
65	1	 is	9	False	erwanf/gpt2-mini	0.0041310717351734	7.919268131256104	1	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	1093553	13.904943500595722	3.918385198873625	4.0008829323824795	0.018299474555110416
66	2	 a	9	False	erwanf/gpt2-mini	0.1755687743425369	2.5098915100097656	2	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	2959949	14.900682934265681	2.5867797690725127	-0.0768882590627471	1.0799213982211833
67	3	 really	9	False	erwanf/gpt2-mini	0.0017026726854965	9.197982788085938	3	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	57384	10.957538224114769	7.324979351123003	1.873003436962935	0.1536614555634927
68	4	 hard	9	False	erwanf/gpt2-mini	0.0142596084624528	6.131921768188477	4	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	37982	10.544893970188363	7.475168464108625	-1.3432466959201488	3.8314629284697777
69	5	 material.	9	False	erwanf/gpt2-mini	0.0390914181189145	6.994563937187194	5	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	11671	9.364948090202622	8.229610913059442	-1.2350469758722484	3.4385400453291055
70	0	Diamond	10	False	erwanf/gpt2-mini	1.0	0.0	0	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	2857	7.957877358489813	9.914940557579893	-9.914940557579893	20230.376836177933
71	1	 is	10	False	erwanf/gpt2-mini	0.0041310717351734	7.919268131256104	1	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	1093553	13.904943500595722	3.918385198873625	4.0008829323824795	0.018299474555110416
72	2	 a	10	False	erwanf/gpt2-mini	0.1755687743425369	2.5098915100097656	2	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	2959949	14.900682934265681	2.5867797690725127	-0.0768882590627471	1.0799213982211833
73	3	 really	10	False	erwanf/gpt2-mini	0.0017026726854965	9.197982788085938	3	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	57384	10.957538224114769	7.324979351123003	1.873003436962935	0.1536614555634927
74	4	 solid	10	False	erwanf/gpt2-mini	0.0075794709846377	7.043686866760254	4	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	7280	8.893023494394711	8.717187341440626	-1.673500474680372	5.330795489915549
75	5	 material.	10	False	erwanf/gpt2-mini	0.0438395551173016	6.780195713043213	5	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	11671	9.364948090202622	8.229610913059442	-1.4494152000162295	4.260622174700897
76	0	The	11	False	erwanf/gpt2-mini	1.0	0.0	0	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
77	1	 rock	11	False	erwanf/gpt2-mini	0.0001840272307163	12.407793045043944	1	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	15608	9.655602949958412	7.899202851647729	4.5085901933962145	0.011013976812752808
78	2	 was	11	False	erwanf/gpt2-mini	0.0250010024756193	5.321869850158691	2	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	680189	13.430127449888799	3.429510462102324	1.8923593880563674	0.15071579197107202
79	3	 too	11	False	erwanf/gpt2-mini	0.0024567148648202	8.66905403137207	3	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	82076	11.315413110029038	6.736145948403657	1.9329080829684129	0.14472670864047785
80	4	 hard	11	False	erwanf/gpt2-mini	0.0243917014449834	5.357465744018555	4	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	37982	10.544893970188363	7.475168464108625	-2.1177027200900707	8.312020499853896
81	5	 to	11	False	erwanf/gpt2-mini	0.423286110162735	1.2402948141098022	5	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	3042375	14.928149347056001	2.5335870543221235	-1.2932922402123213	3.644766270963992
82	6	 break	11	False	erwanf/gpt2-mini	0.0097861438989639	6.67504358291626	6	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	13589	9.51708950714519	8.05444313781124	-1.379399554894981	3.9725156336704286
83	7	 with	11	False	erwanf/gpt2-mini	0.0052905767224729	7.56235933303833	7	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	881608	13.689503926040112	3.7822854782976547	3.7800738547406754	0.022821005923378174
84	8	 a	11	False	erwanf/gpt2-mini	0.0192209128290414	5.701179027557373	8	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	2959949	14.900682934265681	2.5867797690725127	3.1143992584848603	0.04440517516860377
85	9	 hammer.	11	False	erwanf/gpt2-mini	0.1304601788870058	5.677282989025116	9	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	1700	7.438971592395862	10.481815737828477	-4.804532748803361	122.06244387158179
86	0	The	12	False	erwanf/gpt2-mini	1.0	0.0	0	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
87	1	 rock	12	False	erwanf/gpt2-mini	0.0001840272307163	12.407793045043944	1	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	15608	9.655602949958412	7.899202851647729	4.5085901933962145	0.011013976812752808
88	2	 was	12	False	erwanf/gpt2-mini	0.0250010024756193	5.321869850158691	2	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	680189	13.430127449888799	3.429510462102324	1.8923593880563674	0.15071579197107202
89	3	 too	12	False	erwanf/gpt2-mini	0.0024567148648202	8.66905403137207	3	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	82076	11.315413110029038	6.736145948403657	1.9329080829684129	0.14472670864047785
90	4	 dense	12	False	erwanf/gpt2-mini	0.0036117497365921	8.113085746765137	4	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	2526	7.834788107388194	10.098503547539554	-1.9854178007744174	7.282089212482672
91	5	 to	12	False	erwanf/gpt2-mini	0.4087569415569305	1.290684700012207	5	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	3042375	14.928149347056001	2.5335870543221235	-1.2429023543099165	3.4656574479438813
92	6	 break	12	False	erwanf/gpt2-mini	0.0090873017907142	6.781932353973389	6	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	13589	9.51708950714519	8.05444313781124	-1.272510783837852	3.5698043266879735
93	7	 with	12	False	erwanf/gpt2-mini	0.004869663156569	7.681962013244629	7	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	881608	13.689503926040112	3.7822854782976547	3.899676534946974	0.020248460055829694
94	8	 a	12	False	erwanf/gpt2-mini	0.0355326682329177	4.814710140228272	8	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	2959949	14.900682934265681	2.5867797690725127	2.2279303711557596	0.10775120452701416
95	9	 hammer.	12	False	erwanf/gpt2-mini	0.1240691018756478	5.801154017448425	9	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	1700	7.438971592395862	10.481815737828477	-4.680661720380051	107.84140982483477
96	0	The	13	False	erwanf/gpt2-mini	1.0	0.0	0	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
97	1	 ground	13	False	erwanf/gpt2-mini	0.0003732984478119	11.38738250732422	1	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	25140	10.132255258600559	7.517950574890554	3.869431932433667	0.020870221754514983
98	2	 was	13	False	erwanf/gpt2-mini	0.055216547101736	4.178755283355713	2	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	680189	13.430127449888799	3.429510462102324	0.7492448212533889	0.4727234086502944
99	3	 hard	13	False	erwanf/gpt2-mini	0.0013452394632622	9.537920951843262	3	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	37982	10.544893970188363	7.475168464108625	2.0627524877346364	0.12710363677095024
100	4	 after	13	False	erwanf/gpt2-mini	0.0008042879635468	10.279999732971191	4	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	152950	11.937872887642017	4.910955651511052	5.36904408146014	0.00465858240779409
101	5	 the	13	False	erwanf/gpt2-mini	0.3464081883430481	1.5294549465179443	5	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.1109214179527322	0.4185335285652121	0.6580110670553465
102	6	 long	13	False	erwanf/gpt2-mini	0.0007109088473953	10.458047866821287	6	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	73317	11.202561423894746	6.976823888376685	3.4812239784446026	0.030769726492949855
103	7	 drought.	13	False	erwanf/gpt2-mini	0.0654056849889457	6.44838297367096	7	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	1452	7.2813856635702825	10.48777678820072	-4.039393814529759	56.791905940751434
104	0	The	14	False	erwanf/gpt2-mini	1.0	0.0	0	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
105	1	 ground	14	False	erwanf/gpt2-mini	0.0003732984478119	11.38738250732422	1	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	25140	10.132255258600559	7.517950574890554	3.869431932433667	0.020870221754514983
106	2	 was	14	False	erwanf/gpt2-mini	0.055216547101736	4.178755283355713	2	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	680189	13.430127449888799	3.429510462102324	0.7492448212533889	0.4727234086502944
107	3	 dense	14	False	erwanf/gpt2-mini	0.0005191283416934	10.91162109375	3	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	2526	7.834788107388194	10.098503547539554	0.8131175462104459	0.44347336020840283
108	4	 after	14	False	erwanf/gpt2-mini	0.0007463975925929	10.387767791748049	4	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	152950	11.937872887642017	4.910955651511052	5.476812140236997	0.004182642144118653
109	5	 the	14	False	erwanf/gpt2-mini	0.2188526839017868	2.1919679641723637	5	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	6500900	15.687451340644257	1.1109214179527322	1.0810465462196315	0.3392403091390386
110	6	 long	14	False	erwanf/gpt2-mini	0.0005837621865794	10.742331504821776	6	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	73317	11.202561423894746	6.976823888376685	3.765507616445091	0.023155854958686835
111	7	 drought.	14	False	erwanf/gpt2-mini	0.0705687890877015	6.109722018241883	7	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	1452	7.2813856635702825	10.48777678820072	-4.378054769958836	79.68288101654474
112	0	The	15	False	erwanf/gpt2-mini	1.0	0.0	0	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
113	1	 frozen	15	False	erwanf/gpt2-mini	1.3944176316726953e-05	16.12997817993164	1	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	5523	8.616857514529183	8.995482049056085	7.134496130875556	0.0007971273295639767
114	2	 soil	15	False	erwanf/gpt2-mini	0.0037935429718345	8.042238235473633	2	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	10223	9.232493176617316	8.377423989851366	-0.3351857543777328	1.398200082888074
115	3	 felt	15	False	erwanf/gpt2-mini	0.0001076662156265	13.181146621704102	3	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	21860	9.992459506338392	7.593052656604375	5.588093965099727	0.0037421537470845837
116	4	 hard	15	False	erwanf/gpt2-mini	0.000932082766667	10.067254066467283	4	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	37982	10.544893970188363	7.475168464108625	2.592085602358658	0.07486374115813892
117	5	 underfoot.	15	False	erwanf/gpt2-mini	0.0702241682447492	5.503571669260661	5	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	406	6.008813185442595	9.055351528843543	-3.551779859582882	34.87533547963072
118	0	The	16	False	erwanf/gpt2-mini	1.0	0.0	0	8	hard_meaning1_syn2	unexpected	The frozen soil felt dense underfoot.	4	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
119	1	 frozen	16	False	erwanf/gpt2-mini	1.3944176316726953e-05	16.12997817993164	1	8	hard_meaning1_syn2	unexpected	The frozen soil felt dense underfoot.	4	5523	8.616857514529183	8.995482049056085	7.134496130875556	0.0007971273295639767
