Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq	expected_surp_loess	adjusted_surp	adjusted_prob
25	5	 the	3	False	erwanf/gpt2-mini	0.3464081883430481	1.5294549465179443	5	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.1057871238009316	0.42366782271701275	0.6546413027650084
26	6	 long	3	False	erwanf/gpt2-mini	0.0007109088473953	10.458047866821287	6	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	73317	11.202561423894746	6.743928698701216	3.714119168120071	0.024376903615047
27	7	 drought.	3	False	erwanf/gpt2-mini	0.0654056849889457	6.44838297367096	7	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	1452	7.2813856635702825	9.51415202888489	-3.06576905521393	21.450952612218458
28	0	The	4	False	erwanf/gpt2-mini	1.0	0.0	0	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	6500900	15.687451340644257	1.1057871238009316	-1.1057871238009316	3.021601907792979
29	1	 ground	4	False	erwanf/gpt2-mini	0.0003732984478119	11.38738250732422	1	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	25140	10.132255258600559	7.659121510380711	3.7282609969435097	0.024034595751348725
30	2	 was	4	False	erwanf/gpt2-mini	0.055216547101736	4.178755283355713	2	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	680189	13.430127449888799	3.5512056612090133	0.6275496221466996	0.5338984524019545
31	3	 solid	4	False	erwanf/gpt2-mini	0.0030354913324117	8.36385440826416	3	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	7280	8.893023494394711	8.215134129370252	0.14872027889390793	0.8618101476741582
32	4	 after	4	False	erwanf/gpt2-mini	0.0028902594931423	8.434584617614746	4	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	152950	11.937872887642017	5.044271229689047	3.3903133879256995	0.033698114662366024
33	5	 the	4	False	erwanf/gpt2-mini	0.2598767280578613	1.9441004991531372	5	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	6500900	15.687451340644257	1.1057871238009316	0.8383133753522056	0.43243927142801997
34	6	 long	4	False	erwanf/gpt2-mini	0.0011325393570587	9.786222457885742	6	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	73317	11.202561423894746	6.743928698701216	3.042293759184526	0.047725293518519896
35	7	 drought.	4	False	erwanf/gpt2-mini	0.082165100146085	6.2054686546325675	7	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	1452	7.2813856635702825	9.51415202888489	-3.3086833742523227	27.349093236293278
36	0	The	5	False	erwanf/gpt2-mini	1.0	0.0	0	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	6500900	15.687451340644257	1.1057871238009316	-1.1057871238009316	3.021601907792979
37	1	 frozen	5	False	erwanf/gpt2-mini	1.3944176316726953e-05	16.12997817993164	1	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	5523	8.616857514529183	8.885730461587674	7.244247718343967	0.0007142712839024692
38	2	 soil	5	False	erwanf/gpt2-mini	0.0037935429718345	8.042238235473633	2	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	10223	9.232493176617316	7.921526312886026	0.12071192258760721	0.8862892427321348
39	3	 felt	5	False	erwanf/gpt2-mini	0.0001076662156265	13.181146621704102	3	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	21860	9.992459506338392	7.840435542295619	5.340711079408482	0.004792461677578713
40	4	 hard	5	False	erwanf/gpt2-mini	0.000932082766667	10.067254066467283	4	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	37982	10.544893970188363	7.489499026565032	2.577755039902251	0.07594430472594087
41	5	 underfoot.	5	False	erwanf/gpt2-mini	0.0702241682447492	5.503571669260661	5	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	406	6.008813185442595	8.789337717231705	-3.2857660479710438	26.72945251694122
42	0	The	6	False	erwanf/gpt2-mini	1.0	0.0	0	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	6500900	15.687451340644257	1.1057871238009316	-1.1057871238009316	3.021601907792979
43	1	 frozen	6	False	erwanf/gpt2-mini	1.3944176316726953e-05	16.12997817993164	1	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	5523	8.616857514529183	8.885730461587674	7.244247718343967	0.0007142712839024692
44	2	 soil	6	False	erwanf/gpt2-mini	0.0037935429718345	8.042238235473633	2	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	10223	9.232493176617316	7.921526312886026	0.12071192258760721	0.8862892427321348
45	3	 felt	6	False	erwanf/gpt2-mini	0.0001076662156265	13.181146621704102	3	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	21860	9.992459506338392	7.840435542295619	5.340711079408482	0.004792461677578713
46	4	 solid	6	False	erwanf/gpt2-mini	0.002563247224316	8.60781192779541	4	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	7280	8.893023494394711	8.215134129370252	0.39267779842515793	0.6752462779541009
47	5	 underfoot.	6	False	erwanf/gpt2-mini	0.0593344746157526	5.707865158716838	5	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	406	6.008813185442595	8.789337717231705	-3.081472558514867	21.790466519270165
48	0	The	7	False	erwanf/gpt2-mini	1.0	0.0	0	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	6500900	15.687451340644257	1.1057871238009316	-1.1057871238009316	3.021601907792979
49	1	 wood	7	False	erwanf/gpt2-mini	4.196248846710659e-05	14.540539741516112	1	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	11257	9.328834266023971	7.949529265085784	6.591010476430328	0.0013726522298778436
50	2	 was	7	False	erwanf/gpt2-mini	0.031213941052556	5.0016655921936035	2	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	680189	13.430127449888799	3.5512056612090133	1.4504599309845903	0.23446242675652595
51	3	 hard	7	False	erwanf/gpt2-mini	0.0019225234864279	9.022783279418944	3	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	37982	10.544893970188363	7.489499026565032	1.5332842528539112	0.21582567596639152
52	4	 and	7	False	erwanf/gpt2-mini	0.0464043691754341	4.429595470428467	4	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	3155093	14.964528847491431	2.403934518377324	2.0256609520511426	0.13190663041134373
53	5	 difficult	7	False	erwanf/gpt2-mini	0.002207082696259	8.823643684387207	5	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	17469	9.768240403128102	8.01103989344734	0.8126037909398676	0.4437012555207672
54	6	 to	7	False	erwanf/gpt2-mini	0.5408087968826294	0.8868093490600586	6	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	3042375	14.928149347056001	2.468825902944529	-1.5820165538844706	4.864755969189791
55	7	 cut.	7	False	erwanf/gpt2-mini	0.0897597698494791	5.334812521934509	7	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	31793	10.367032871720816	7.5220354351285925	-2.1872229131940832	8.910433675502043
56	0	The	8	False	erwanf/gpt2-mini	1.0	0.0	0	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	6500900	15.687451340644257	1.1057871238009316	-1.1057871238009316	3.021601907792979
57	1	 wood	8	False	erwanf/gpt2-mini	4.196248846710659e-05	14.540539741516112	1	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	11257	9.328834266023971	7.949529265085784	6.591010476430328	0.0013726522298778436
58	2	 was	8	False	erwanf/gpt2-mini	0.031213941052556	5.0016655921936035	2	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	680189	13.430127449888799	3.5512056612090133	1.4504599309845903	0.23446242675652595
59	3	 solid	8	False	erwanf/gpt2-mini	0.0020833935122936	8.906848907470703	3	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	7280	8.893023494394711	8.215134129370252	0.6917147781004509	0.5007167144189506
60	4	 and	8	False	erwanf/gpt2-mini	0.2855847179889679	1.8080092668533323	4	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	3155093	14.964528847491431	2.403934518377324	-0.5959252515239919	1.8147092309036086
61	5	 difficult	8	False	erwanf/gpt2-mini	0.0004202258132863	11.216547012329102	5	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	17469	9.768240403128102	8.01103989344734	3.205507118881762	0.04053833866740387
62	6	 to	8	False	erwanf/gpt2-mini	0.8064720630645752	0.3103035092353821	6	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	3042375	14.928149347056001	2.468825902944529	-2.158522393709147	8.658334592185527
63	7	 cut.	8	False	erwanf/gpt2-mini	0.0924285483779385	5.25920045375824	7	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	31793	10.367032871720816	7.5220354351285925	-2.2628349813703528	9.61029559265609
64	0	Diamond	9	False	erwanf/gpt2-mini	1.0	0.0	0	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	2857	7.957877358489813	9.631009388661138	-9.631009388661138	15229.80113971478
65	1	 is	9	False	erwanf/gpt2-mini	0.0041310717351734	7.919268131256104	1	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	1093553	13.904943500595722	3.6790677634422115	4.240200367813893	0.014404705314624646
66	2	 a	9	False	erwanf/gpt2-mini	0.1755687743425369	2.5098915100097656	2	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	2959949	14.900682934265681	2.517927779434652	-0.008036269424886555	1.0080686469113085
67	3	 really	9	False	erwanf/gpt2-mini	0.0017026726854965	9.197982788085938	3	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	57384	10.957538224114769	7.119586684772224	2.0783961033137137	0.12513074812841182
68	4	 hard	9	False	erwanf/gpt2-mini	0.0142596084624528	6.131921768188477	4	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	37982	10.544893970188363	7.489499026565032	-1.3575772583765557	3.8867652575791762
69	5	 material.	9	False	erwanf/gpt2-mini	0.0390914181189145	6.994563937187194	5	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	11671	9.364948090202622	7.959906384831837	-0.9653424476446428	2.6256866627477273
70	0	Diamond	10	False	erwanf/gpt2-mini	1.0	0.0	0	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	2857	7.957877358489813	9.631009388661138	-9.631009388661138	15229.80113971478
71	1	 is	10	False	erwanf/gpt2-mini	0.0041310717351734	7.919268131256104	1	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	1093553	13.904943500595722	3.6790677634422115	4.240200367813893	0.014404705314624646
72	2	 a	10	False	erwanf/gpt2-mini	0.1755687743425369	2.5098915100097656	2	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	2959949	14.900682934265681	2.517927779434652	-0.008036269424886555	1.0080686469113085
73	3	 really	10	False	erwanf/gpt2-mini	0.0017026726854965	9.197982788085938	3	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	57384	10.957538224114769	7.119586684772224	2.0783961033137137	0.12513074812841182
74	4	 solid	10	False	erwanf/gpt2-mini	0.0075794709846377	7.043686866760254	4	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	7280	8.893023494394711	8.215134129370252	-1.1714472626099983	3.2266590839754246
75	5	 material.	10	False	erwanf/gpt2-mini	0.0438395551173016	6.780195713043213	5	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	11671	9.364948090202622	7.959906384831837	-1.1797106717886239	3.253432756822421
76	0	The	11	False	erwanf/gpt2-mini	1.0	0.0	0	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	6500900	15.687451340644257	1.1057871238009316	-1.1057871238009316	3.021601907792979
77	1	 rock	11	False	erwanf/gpt2-mini	0.0001840272307163	12.407793045043944	1	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	15608	9.655602949958412	8.00759647345294	4.400196571591003	0.01227492676401547
78	2	 was	11	False	erwanf/gpt2-mini	0.0250010024756193	5.321869850158691	2	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	680189	13.430127449888799	3.5512056612090133	1.7706641889496781	0.17021989309908944
79	3	 too	11	False	erwanf/gpt2-mini	0.0024567148648202	8.66905403137207	3	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	82076	11.315413110029038	6.403534808404899	2.2655192229671712	0.10377613759565792
80	4	 hard	11	False	erwanf/gpt2-mini	0.0243917014449834	5.357465744018555	4	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	37982	10.544893970188363	7.489499026565032	-2.1320332825464776	8.431994019584797
81	5	 to	11	False	erwanf/gpt2-mini	0.423286110162735	1.2402948141098022	5	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	3042375	14.928149347056001	2.468825902944529	-1.228531088834727	3.416207743211777
82	6	 break	11	False	erwanf/gpt2-mini	0.0097861438989639	6.67504358291626	6	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	13589	9.51708950714519	7.9806613920699085	-1.3056178091536488	3.6899680857014876
83	7	 with	11	False	erwanf/gpt2-mini	0.0052905767224729	7.56235933303833	7	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	881608	13.689503926040112	3.647868052349381	3.914491280688949	0.0199506953685169
84	8	 a	11	False	erwanf/gpt2-mini	0.0192209128290414	5.701179027557373	8	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	2959949	14.900682934265681	2.517927779434652	3.183251248122721	0.04145066939298284
85	9	 hammer.	11	False	erwanf/gpt2-mini	0.1304601788870058	5.677282989025116	9	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	1700	7.438971592395862	9.613842602720137	-3.936559613695021	51.24200540203294
86	0	The	12	False	erwanf/gpt2-mini	1.0	0.0	0	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	6500900	15.687451340644257	1.1057871238009316	-1.1057871238009316	3.021601907792979
87	1	 rock	12	False	erwanf/gpt2-mini	0.0001840272307163	12.407793045043944	1	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	15608	9.655602949958412	8.00759647345294	4.400196571591003	0.01227492676401547
88	2	 was	12	False	erwanf/gpt2-mini	0.0250010024756193	5.321869850158691	2	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	680189	13.430127449888799	3.5512056612090133	1.7706641889496781	0.17021989309908944
89	3	 too	12	False	erwanf/gpt2-mini	0.0024567148648202	8.66905403137207	3	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	82076	11.315413110029038	6.403534808404899	2.2655192229671712	0.10377613759565792
90	4	 dense	12	False	erwanf/gpt2-mini	0.0036117497365921	8.113085746765137	4	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	2526	7.834788107388194	9.689415103717936	-1.5763293569527992	4.837167668378454
91	5	 to	12	False	erwanf/gpt2-mini	0.4087569415569305	1.290684700012207	5	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	3042375	14.928149347056001	2.468825902944529	-1.1781412029323222	3.248330600319698
92	6	 break	12	False	erwanf/gpt2-mini	0.0090873017907142	6.781932353973389	6	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	13589	9.51708950714519	7.9806613920699085	-1.1987290380965199	3.3158998610426957
93	7	 with	12	False	erwanf/gpt2-mini	0.004869663156569	7.681962013244629	7	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	881608	13.689503926040112	3.647868052349381	4.034093960895248	0.017701711292297025
94	8	 a	12	False	erwanf/gpt2-mini	0.0355326682329177	4.8147101402282715	8	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	2959949	14.900682934265681	2.517927779434652	2.2967823607936193	0.10058196006628611
95	9	 hammer.	12	False	erwanf/gpt2-mini	0.1240691018756478	5.801154017448425	9	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	1700	7.438971592395862	9.613842602720137	-3.8126885852717116	45.271993002374906
96	0	The	13	False	erwanf/gpt2-mini	1.0	0.0	0	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.1057871238009316	-1.1057871238009316	3.021601907792979
97	1	 ground	13	False	erwanf/gpt2-mini	0.0003732984478119	11.38738250732422	1	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	25140	10.132255258600559	7.659121510380711	3.7282609969435097	0.024034595751348725
98	2	 was	13	False	erwanf/gpt2-mini	0.055216547101736	4.178755283355713	2	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	680189	13.430127449888799	3.5512056612090133	0.6275496221466996	0.5338984524019545
99	3	 hard	13	False	erwanf/gpt2-mini	0.0013452394632622	9.537920951843262	3	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	37982	10.544893970188363	7.489499026565032	2.0484219252782294	0.12893821726485988
100	4	 after	13	False	erwanf/gpt2-mini	0.0008042879635468	10.279999732971191	4	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	152950	11.937872887642017	5.044271229689047	5.235728503282145	0.005322945287875566
101	5	 the	13	False	erwanf/gpt2-mini	0.3464081883430481	1.5294549465179443	5	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.1057871238009316	0.42366782271701275	0.6546413027650084
102	6	 long	13	False	erwanf/gpt2-mini	0.0007109088473953	10.458047866821287	6	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	73317	11.202561423894746	6.743928698701216	3.714119168120071	0.024376903615047
103	7	 drought.	13	False	erwanf/gpt2-mini	0.0654056849889457	6.44838297367096	7	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	1452	7.2813856635702825	9.51415202888489	-3.06576905521393	21.450952612218458
104	0	The	14	False	erwanf/gpt2-mini	1.0	0.0	0	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	6500900	15.687451340644257	1.1057871238009316	-1.1057871238009316	3.021601907792979
105	1	 ground	14	False	erwanf/gpt2-mini	0.0003732984478119	11.38738250732422	1	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	25140	10.132255258600559	7.659121510380711	3.7282609969435097	0.024034595751348725
106	2	 was	14	False	erwanf/gpt2-mini	0.055216547101736	4.178755283355713	2	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	680189	13.430127449888799	3.5512056612090133	0.6275496221466996	0.5338984524019545
107	3	 dense	14	False	erwanf/gpt2-mini	0.0005191283416934	10.91162109375	3	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	2526	7.834788107388194	9.689415103717936	1.222205990032064	0.29457960994354443
108	4	 after	14	False	erwanf/gpt2-mini	0.0007463975925929	10.387767791748049	4	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	152950	11.937872887642017	5.044271229689047	5.343496562059002	0.004779130933619885
109	5	 the	14	False	erwanf/gpt2-mini	0.2188526839017868	2.1919679641723633	5	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	6500900	15.687451340644257	1.1057871238009316	1.0861808403714317	0.3375030133140676
110	6	 long	14	False	erwanf/gpt2-mini	0.0005837621865794	10.742331504821776	6	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	73317	11.202561423894746	6.743928698701216	3.998402806120559	0.01834491588936455
111	7	 drought.	14	False	erwanf/gpt2-mini	0.0705687890877015	6.109722018241883	7	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	1452	7.2813856635702825	9.51415202888489	-3.404430010643007	30.097135786817145
112	0	The	15	False	erwanf/gpt2-mini	1.0	0.0	0	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	6500900	15.687451340644257	1.1057871238009316	-1.1057871238009316	3.021601907792979
113	1	 frozen	15	False	erwanf/gpt2-mini	1.3944176316726953e-05	16.12997817993164	1	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	5523	8.616857514529183	8.885730461587674	7.244247718343967	0.0007142712839024692
114	2	 soil	15	False	erwanf/gpt2-mini	0.0037935429718345	8.042238235473633	2	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	10223	9.232493176617316	7.921526312886026	0.12071192258760721	0.8862892427321348
115	3	 felt	15	False	erwanf/gpt2-mini	0.0001076662156265	13.181146621704102	3	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	21860	9.992459506338392	7.840435542295619	5.340711079408482	0.004792461677578713
116	4	 hard	15	False	erwanf/gpt2-mini	0.000932082766667	10.067254066467283	4	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	37982	10.544893970188363	7.489499026565032	2.577755039902251	0.07594430472594087
117	5	 underfoot.	15	False	erwanf/gpt2-mini	0.0702241682447492	5.503571669260661	5	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	406	6.008813185442595	8.789337717231705	-3.2857660479710438	26.72945251694122
118	0	The	16	False	erwanf/gpt2-mini	1.0	0.0	0	8	hard_meaning1_syn2	unexpected	The frozen soil felt dense underfoot.	4	6500900	15.687451340644257	1.1057871238009316	-1.1057871238009316	3.021601907792979
119	1	 frozen	16	False	erwanf/gpt2-mini	1.3944176316726953e-05	16.12997817993164	1	8	hard_meaning1_syn2	unexpected	The frozen soil felt dense underfoot.	4	5523	8.616857514529183	8.885730461587674	7.244247718343967	0.0007142712839024692
