Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq	expected_surp_gam	adjusted_surp	adjusted_prob
16	6	 break	2	False	distilbert/distilgpt2	0.0108717940747737	6.523266315460205	6	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	13589	9.51708950714519	8.66212117702166	-2.1388548615614553	8.489710166859613
17	7	 with	2	False	distilbert/distilgpt2	0.0062300432473421	7.326541900634766	7	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	881608	13.689503926040112	4.219006106054435	3.107535794580331	0.04471099678282223
18	8	 a	2	False	distilbert/distilgpt2	0.0365163683891296	4.775312900543213	8	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	2959949	14.900682934265681	2.5213453933834353	2.2539675071597776	0.10498188083834015
19	9	 hammer.	2	False	distilbert/distilgpt2	0.1372734396718442	4.976163446903229	9	1	hard_meaning1_syn1	unexpected	The rock was too solid to break with a hammer.	4	1700	7.438971592395862	12.449235042796346	-7.473071595893117	1760.0044138407532
20	0	The	3	False	distilbert/distilgpt2	1.0	0.0	0	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.318773622180987	-1.318773622180987	3.7388333422238063
21	1	 ground	3	False	distilbert/distilgpt2	6.139195534160535e-07	20.63544654846192	1	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	25140	10.132255258600559	8.541480694473545	12.093965853988376	5.59316157368092e-06
22	2	 was	3	False	distilbert/distilgpt2	0.0116095868870615	6.428539276123047	2	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	680189	13.430127449888799	3.9029729120101004	2.5255663641129464	0.08001298346907618
23	3	 hard	3	False	distilbert/distilgpt2	0.0027966538909822	8.48208236694336	3	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	37982	10.544893970188363	8.485931929769782	-0.00384956282642257	1.0038569819104217
24	4	 after	3	False	distilbert/distilgpt2	0.0018964081536978	9.04251480102539	4	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	152950	11.937872887642017	5.181194060584519	3.8613207404408714	0.02104019253101465
25	5	 the	3	False	distilbert/distilgpt2	0.3610083162784576	1.4698959589004517	5	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.318773622180987	0.15112233671946473	0.8597425141466075
26	6	 long	3	False	distilbert/distilgpt2	0.0004982539685443	10.970830917358398	6	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	73317	11.202561423894746	7.572760446954391	3.398070470404007	0.03343772683815811
27	7	 drought.	3	False	distilbert/distilgpt2	0.104579433100298	5.1526172161102295	7	2	hard_meaning1_syn1	expected	The ground was hard after the long drought.	3	1452	7.2813856635702825	12.2938831258145	-7.14126590970427	1263.0262547007046
28	0	The	4	False	distilbert/distilgpt2	1.0	0.0	0	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	6500900	15.687451340644257	1.318773622180987	-1.318773622180987	3.7388333422238063
29	1	 ground	4	False	distilbert/distilgpt2	6.139195534160535e-07	20.63544654846192	1	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	25140	10.132255258600559	8.541480694473545	12.093965853988376	5.59316157368092e-06
30	2	 was	4	False	distilbert/distilgpt2	0.0116095868870615	6.428539276123047	2	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	680189	13.430127449888799	3.9029729120101004	2.5255663641129464	0.08001298346907618
31	3	 solid	4	False	distilbert/distilgpt2	0.002938323887065	8.41079044342041	3	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	7280	8.893023494394711	9.754809324940602	-1.344018881520192	3.8344226715586713
32	4	 after	4	False	distilbert/distilgpt2	0.0058636176399886	7.4139933586120605	4	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	152950	11.937872887642017	5.181194060584519	2.2327992980275413	0.10722784692069433
33	5	 the	4	False	distilbert/distilgpt2	0.3194293081760406	1.64643132686615	5	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	6500900	15.687451340644257	1.318773622180987	0.327657704685163	0.7206096387978003
34	6	 long	4	False	distilbert/distilgpt2	0.0007866519736126	10.311986923217772	6	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	73317	11.202561423894746	7.572760446954391	2.7392264762633802	0.0646203129116314
35	7	 drought.	4	False	distilbert/distilgpt2	0.1041549278888851	5.986916780471802	7	2	hard_meaning1_syn1	unexpected	The ground was solid after the long drought.	3	1452	7.2813856635702825	12.2938831258145	-6.306966345342698	548.3788308823403
36	0	The	5	False	distilbert/distilgpt2	1.0	0.0	0	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	6500900	15.687451340644257	1.318773622180987	-1.318773622180987	3.7388333422238063
37	1	 frozen	5	False	distilbert/distilgpt2	7.18560713153238e-08	23.730314254760746	1	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	5523	8.616857514529183	10.537524104384453	13.192790150376293	1.863991968646322e-06
38	2	 soil	5	False	distilbert/distilgpt2	0.0018829883774742	9.052760124206545	2	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	10223	9.232493176617316	8.994653764658537	0.0581063595480078	0.9435495865921733
39	3	 felt	5	False	distilbert/distilgpt2	0.0001011185595416	13.2716646194458	3	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	21860	9.992459506338392	8.53674006173409	4.734924557711711	0.008783111424791004
40	4	 hard	5	False	distilbert/distilgpt2	0.0023888438008725	8.709471702575684	4	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	37982	10.544893970188363	8.485931929769782	0.22353977280590165	0.7996830855949417
41	5	 underfoot.	5	False	distilbert/distilgpt2	0.0665268246084451	5.846675475438436	5	3	hard_meaning1_syn1	expected	The frozen soil felt hard underfoot.	4	406	6.008813185442595	9.7051950118739	-3.858519536435465	47.39513263653676
42	0	The	6	False	distilbert/distilgpt2	1.0	0.0	0	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	6500900	15.687451340644257	1.318773622180987	-1.318773622180987	3.7388333422238063
43	1	 frozen	6	False	distilbert/distilgpt2	7.18560713153238e-08	23.730314254760746	1	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	5523	8.616857514529183	10.537524104384453	13.192790150376293	1.863991968646322e-06
44	2	 soil	6	False	distilbert/distilgpt2	0.0018829883774742	9.052760124206545	2	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	10223	9.232493176617316	8.994653764658537	0.0581063595480078	0.9435495865921733
45	3	 felt	6	False	distilbert/distilgpt2	0.0001011185595416	13.2716646194458	3	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	21860	9.992459506338392	8.53674006173409	4.734924557711711	0.008783111424791004
46	4	 solid	6	False	distilbert/distilgpt2	0.0016494854353368	9.243767738342283	4	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	7280	8.893023494394711	9.754809324940602	-0.5110415865983189	1.6670266435899659
47	5	 underfoot.	6	False	distilbert/distilgpt2	0.0678519674111157	5.843985398610433	5	3	hard_meaning1_syn1	unexpected	The frozen soil felt solid underfoot.	4	406	6.008813185442595	9.7051950118739	-3.861209613263468	47.52280082623245
48	0	The	7	False	distilbert/distilgpt2	1.0	0.0	0	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	6500900	15.687451340644257	1.318773622180987	-1.318773622180987	3.7388333422238063
49	1	 wood	7	False	distilbert/distilgpt2	5.460042871163751e-07	20.804584503173828	1	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	11257	9.328834266023971	8.85104368809771	11.953540815076119	6.436402351122716e-06
50	2	 was	7	False	distilbert/distilgpt2	0.0167611800134181	5.898732662200928	2	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	680189	13.430127449888799	3.9029729120101004	1.9957597501908273	0.13591035701212606
51	3	 hard	7	False	distilbert/distilgpt2	0.0026791121345013	8.544029235839844	3	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	37982	10.544893970188363	8.485931929769782	0.058097306070061805	0.9435581290362157
52	4	 and	7	False	distilbert/distilgpt2	0.1906573921442031	2.390945672988892	4	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	3155093	14.964528847491431	2.4054265676439863	-0.014480894655094279	1.014586250745971
53	5	 difficult	7	False	distilbert/distilgpt2	0.0035694574471563	8.13007926940918	5	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	17469	9.768240403128102	8.552533586919987	-0.4224543175108071	1.5257015201682451
54	6	 to	7	False	distilbert/distilgpt2	0.6893597841262817	0.536670982837677	6	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	3042375	14.928149347056001	2.4708191875587717	-1.9341482047210947	6.918148698515995
55	7	 cut.	7	False	distilbert/distilgpt2	0.1259273663163185	3.325828194618225	7	4	hard_meaning1_syn1	expected	The wood was hard and difficult to cut.	3	31793	10.367032871720816	8.533984749224137	-5.208156554605912	182.7568452078146
56	0	The	8	False	distilbert/distilgpt2	1.0	0.0	0	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	6500900	15.687451340644257	1.318773622180987	-1.318773622180987	3.7388333422238063
57	1	 wood	8	False	distilbert/distilgpt2	5.460042871163751e-07	20.804584503173828	1	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	11257	9.328834266023971	8.85104368809771	11.953540815076119	6.436402351122716e-06
58	2	 was	8	False	distilbert/distilgpt2	0.0167611800134181	5.898732662200928	2	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	680189	13.430127449888799	3.9029729120101004	1.9957597501908273	0.13591035701212606
59	3	 solid	8	False	distilbert/distilgpt2	0.000532473612111	10.875001907348633	3	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	7280	8.893023494394711	9.754809324940602	1.1201925824080305	0.32621696492464075
60	4	 and	8	False	distilbert/distilgpt2	0.3394698798656463	1.5586445331573486	4	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	3155093	14.964528847491431	2.4054265676439863	-0.8467820344866377	2.332130049934398
61	5	 difficult	8	False	distilbert/distilgpt2	0.0005573350936174	10.80916690826416	5	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	17469	9.768240403128102	8.552533586919987	2.2566333213441734	0.104702391350335
62	6	 to	8	False	distilbert/distilgpt2	0.9142714738845824	0.1293054968118667	6	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	3042375	14.928149347056001	2.4708191875587717	-2.341513690746905	10.396962443515726
63	7	 cut.	8	False	distilbert/distilgpt2	0.1499328706413507	3.2545002102851868	7	4	hard_meaning1_syn1	unexpected	The wood was solid and difficult to cut.	3	31793	10.367032871720816	8.533984749224137	-5.27948453893895	196.2686804107578
64	0	Diamond	9	False	distilbert/distilgpt2	1.0	0.0	0	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	2857	7.957877358489813	12.143715250976982	-12.143715250976982	187909.40755711778
65	1	 is	9	False	distilbert/distilgpt2	0.0023032461758702	8.762115478515625	1	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	1093553	13.904943500595722	4.276286936399287	4.485828542116338	0.011267548014109997
66	2	 a	9	False	distilbert/distilgpt2	0.2309365719556808	2.114431381225586	2	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	2959949	14.900682934265681	2.5213453933834353	-0.4069140121578494	1.5021749313274413
67	3	 really	9	False	distilbert/distilgpt2	0.0008407258428633	10.216076850891112	3	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	57384	10.957538224114769	8.089428117178105	2.1266487337130062	0.1192362173450021
68	4	 hard	9	False	distilbert/distilgpt2	0.0118226008489727	6.402308464050293	4	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	37982	10.544893970188363	8.485931929769782	-2.083623465719489	8.033525443887994
69	5	 material.	9	False	distilbert/distilgpt2	0.0773050100833643	6.438686490058898	5	5	hard_meaning1_syn1	expected	Diamond is a really hard material.	4	11671	9.364948090202622	8.805969446978418	-2.36728295691952	10.668366458492153
70	0	Diamond	10	False	distilbert/distilgpt2	1.0	0.0	0	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	2857	7.957877358489813	12.143715250976982	-12.143715250976982	187909.40755711778
71	1	 is	10	False	distilbert/distilgpt2	0.0023032461758702	8.762115478515625	1	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	1093553	13.904943500595722	4.276286936399287	4.485828542116338	0.011267548014109997
72	2	 a	10	False	distilbert/distilgpt2	0.2309365719556808	2.114431381225586	2	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	2959949	14.900682934265681	2.5213453933834353	-0.4069140121578494	1.5021749313274413
73	3	 really	10	False	distilbert/distilgpt2	0.0008407258428633	10.216076850891112	3	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	57384	10.957538224114769	8.089428117178105	2.1266487337130062	0.1192362173450021
74	4	 solid	10	False	distilbert/distilgpt2	0.0059162494726479	7.401101589202881	4	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	7280	8.893023494394711	9.754809324940602	-2.3537077357377214	10.524519609645145
75	5	 material.	10	False	distilbert/distilgpt2	0.1359981760033406	5.647001326084137	5	5	hard_meaning1_syn1	unexpected	Diamond is a really solid material.	4	11671	9.364948090202622	8.805969446978418	-3.158968120894281	23.546286467989063
76	0	The	11	False	distilbert/distilgpt2	1.0	0.0	0	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	6500900	15.687451340644257	1.318773622180987	-1.318773622180987	3.7388333422238063
77	1	 rock	11	False	distilbert/distilgpt2	1.2828171520595788e-06	19.57225227355957	1	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	15608	9.655602949958412	8.585545948123846	10.986706325435724	1.6925210103687904e-05
78	2	 was	11	False	distilbert/distilgpt2	0.0031788705382496	8.297269821166992	2	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	680189	13.430127449888799	3.9029729120101004	4.394296909156892	0.01234755872969733
79	3	 too	11	False	distilbert/distilgpt2	0.002154474845156	8.858448028564453	3	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	82076	11.315413110029038	7.26097361589703	1.597474412667423	0.20240706973311237
80	4	 hard	11	False	distilbert/distilgpt2	0.0164795164018869	5.923182010650635	4	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	37982	10.544893970188363	8.485931929769782	-2.562749919119147	12.971438722447248
81	5	 to	11	False	distilbert/distilgpt2	0.439361423254013	1.1865198612213137	5	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	3042375	14.928149347056001	2.4708191875587717	-1.284299326337458	3.612136141672808
82	6	 break	11	False	distilbert/distilgpt2	0.0229875091463327	5.443006038665772	6	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	13589	9.51708950714519	8.66212117702166	-3.219115138355888	25.00598355313611
83	7	 with	11	False	distilbert/distilgpt2	0.0134952431544661	6.211405277252197	7	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	881608	13.689503926040112	4.219006106054435	1.9923991711977624	0.1363678628144655
84	8	 a	11	False	distilbert/distilgpt2	0.0160345658659935	5.962670803070068	8	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	2959949	14.900682934265681	2.5213453933834353	3.441325409686633	0.03202221463507958
85	9	 hammer.	11	False	distilbert/distilgpt2	0.1120388885028659	4.993915438652039	9	6	hard_meaning1_syn2	expected	The rock was too hard to break with a hammer.	4	1700	7.438971592395862	12.449235042796346	-7.455319604144307	1729.0365142046585
86	0	The	12	False	distilbert/distilgpt2	1.0	0.0	0	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	6500900	15.687451340644257	1.318773622180987	-1.318773622180987	3.7388333422238063
87	1	 rock	12	False	distilbert/distilgpt2	1.2828171520595788e-06	19.57225227355957	1	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	15608	9.655602949958412	8.585545948123846	10.986706325435724	1.6925210103687904e-05
88	2	 was	12	False	distilbert/distilgpt2	0.0031788705382496	8.297269821166992	2	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	680189	13.430127449888799	3.9029729120101004	4.394296909156892	0.01234755872969733
89	3	 too	12	False	distilbert/distilgpt2	0.002154474845156	8.858448028564453	3	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	82076	11.315413110029038	7.26097361589703	1.597474412667423	0.20240706973311237
90	4	 dense	12	False	distilbert/distilgpt2	0.0039024651050567	8.001398086547852	4	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	2526	7.834788107388194	12.315256431751813	-4.313858345203961	74.728260848509
91	5	 to	12	False	distilbert/distilgpt2	0.2739844918251037	1.8678339719772337	5	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	3042375	14.928149347056001	2.4708191875587717	-0.6029852155815381	1.8275663448266266
92	6	 break	12	False	distilbert/distilgpt2	0.004847970791161	7.688403129577637	6	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	13589	9.51708950714519	8.66212117702166	-0.9737180474440237	2.647770717936788
93	7	 with	12	False	distilbert/distilgpt2	0.0038128008600324	8.034933090209961	7	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	881608	13.689503926040112	4.219006106054435	3.815926984155526	0.022017295307097198
94	8	 a	12	False	distilbert/distilgpt2	0.0380689650774002	4.715240955352783	8	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	2959949	14.900682934265681	2.5213453933834353	2.193895561969348	0.11148161807694786
95	9	 hammer.	12	False	distilbert/distilgpt2	0.1241427590139209	4.989264369010925	9	6	hard_meaning1_syn2	unexpected	The rock was too dense to break with a hammer.	4	1700	7.438971592395862	12.449235042796346	-7.459970673785421	1737.097114119157
96	0	The	13	False	distilbert/distilgpt2	1.0	0.0	0	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.318773622180987	-1.318773622180987	3.7388333422238063
97	1	 ground	13	False	distilbert/distilgpt2	6.139195534160535e-07	20.63544654846192	1	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	25140	10.132255258600559	8.541480694473545	12.093965853988376	5.59316157368092e-06
98	2	 was	13	False	distilbert/distilgpt2	0.0116095868870615	6.428539276123047	2	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	680189	13.430127449888799	3.9029729120101004	2.5255663641129464	0.08001298346907618
99	3	 hard	13	False	distilbert/distilgpt2	0.0027966538909822	8.48208236694336	3	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	37982	10.544893970188363	8.485931929769782	-0.00384956282642257	1.0038569819104217
100	4	 after	13	False	distilbert/distilgpt2	0.0018964081536978	9.04251480102539	4	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	152950	11.937872887642017	5.181194060584519	3.8613207404408714	0.02104019253101465
101	5	 the	13	False	distilbert/distilgpt2	0.3610083162784576	1.4698959589004517	5	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	6500900	15.687451340644257	1.318773622180987	0.15112233671946473	0.8597425141466075
102	6	 long	13	False	distilbert/distilgpt2	0.0004982539685443	10.970830917358398	6	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	73317	11.202561423894746	7.572760446954391	3.398070470404007	0.03343772683815811
103	7	 drought.	13	False	distilbert/distilgpt2	0.104579433100298	5.1526172161102295	7	7	hard_meaning1_syn2	expected	The ground was hard after the long drought.	3	1452	7.2813856635702825	12.2938831258145	-7.14126590970427	1263.0262547007046
104	0	The	14	False	distilbert/distilgpt2	1.0	0.0	0	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	6500900	15.687451340644257	1.318773622180987	-1.318773622180987	3.7388333422238063
105	1	 ground	14	False	distilbert/distilgpt2	6.139195534160535e-07	20.63544654846192	1	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	25140	10.132255258600559	8.541480694473545	12.093965853988376	5.59316157368092e-06
106	2	 was	14	False	distilbert/distilgpt2	0.0116095868870615	6.428539276123047	2	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	680189	13.430127449888799	3.9029729120101004	2.5255663641129464	0.08001298346907618
107	3	 dense	14	False	distilbert/distilgpt2	8.94078693818301e-05	13.449238777160645	3	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	2526	7.834788107388194	12.315256431751813	1.1339823454088318	0.3217493845240707
108	4	 after	14	False	distilbert/distilgpt2	0.0009467077325098	10.044793128967283	4	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	152950	11.937872887642017	5.181194060584519	4.863599068382764	0.0077226395065913755
109	5	 the	14	False	distilbert/distilgpt2	0.3708516657352447	1.4310858249664309	5	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	6500900	15.687451340644257	1.318773622180987	0.11231220278544396	0.8937651779598272
110	6	 long	14	False	distilbert/distilgpt2	0.0006183114019222	10.659379005432127	6	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	73317	11.202561423894746	7.572760446954391	3.0866185584777357	0.04565607703406385
111	7	 drought.	14	False	distilbert/distilgpt2	0.090031326864846	5.359427452087402	7	7	hard_meaning1_syn2	unexpected	The ground was dense after the long drought.	3	1452	7.2813856635702825	12.2938831258145	-6.934455673727097	1027.0600440762846
112	0	The	15	False	distilbert/distilgpt2	1.0	0.0	0	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	6500900	15.687451340644257	1.318773622180987	-1.318773622180987	3.7388333422238063
113	1	 frozen	15	False	distilbert/distilgpt2	7.18560713153238e-08	23.730314254760746	1	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	5523	8.616857514529183	10.537524104384453	13.192790150376293	1.863991968646322e-06
114	2	 soil	15	False	distilbert/distilgpt2	0.0018829883774742	9.052760124206545	2	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	10223	9.232493176617316	8.994653764658537	0.0581063595480078	0.9435495865921733
115	3	 felt	15	False	distilbert/distilgpt2	0.0001011185595416	13.2716646194458	3	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	21860	9.992459506338392	8.53674006173409	4.734924557711711	0.008783111424791004
116	4	 hard	15	False	distilbert/distilgpt2	0.0023888438008725	8.709471702575684	4	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	37982	10.544893970188363	8.485931929769782	0.22353977280590165	0.7996830855949417
117	5	 underfoot.	15	False	distilbert/distilgpt2	0.0665268246084451	5.846675475438436	5	8	hard_meaning1_syn2	expected	The frozen soil felt hard underfoot.	4	406	6.008813185442595	9.7051950118739	-3.858519536435465	47.39513263653676
118	0	The	16	False	distilbert/distilgpt2	1.0	0.0	0	8	hard_meaning1_syn2	unexpected	The frozen soil felt dense underfoot.	4	6500900	15.687451340644257	1.318773622180987	-1.318773622180987	3.7388333422238063
119	1	 frozen	16	False	distilbert/distilgpt2	7.18560713153238e-08	23.730314254760746	1	8	hard_meaning1_syn2	unexpected	The frozen soil felt dense underfoot.	4	5523	8.616857514529183	10.537524104384453	13.192790150376293	1.863991968646322e-06
120	2	 soil	16	False	distilbert/distilgpt2	0.0018829883774742	9.052760124206545	2	8	hard_meaning1_syn2	unexpected	The frozen soil felt dense underfoot.	4	10223	9.232493176617316	8.994653764658537	0.0581063595480078	0.9435495865921733
